ICD code,ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
099.2,1353,0992,Granuloma inguinale,Granuloma inguinale
099.3,1354,0993,Reiter's disease,Reiter's disease
099.40,1355,09940,Unspcf nongnccl urethrts,"Other nongonococcal urethritis, unspecified"
099.41,1356,09941,Chlmyd trachomatis ureth,"Other nongonococcal urethritis, chlamydia trachomatis"
099.49,1357,09949,Nongc urth oth spf orgsm,"Other nongonococcal urethritis, other specified organism"
099.50,1358,09950,Oth VD chlm trch unsp st,"Other venereal diseases due to chlamydia trachomatis, unspecified site"
099.51,1359,09951,Oth VD chlm trch pharynx,"Other venereal diseases due to chlamydia trachomatis, pharynx"
099.52,1360,09952,Oth VD chlm trch ans rct,"Other venereal diseases due to chlamydia trachomatis, anus and rectum"
099.53,1361,09953,Oth VD chlm trch lowr gu,"Other venereal diseases due to chlamydia trachomatis, lower genitourinary sites"
099.54,1362,09954,Oth VD chlm trch oth gu,"Other venereal diseases due to chlamydia trachomatis, other genitourinary sites"
099.55,1363,09955,Ot VD chlm trch unspf gu,"Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site"
099.56,1364,09956,Ot VD chlm trch prtoneum,"Other venereal diseases due to chlamydia trachomatis, peritoneum"
099.59,1365,09959,Oth VD chlm trch spcf st,"Other venereal diseases due to chlamydia trachomatis, other specified site"
099.8,1366,0998,Venereal disease NEC,Other specified venereal diseases
099.9,1367,0999,Venereal disease NOS,"Venereal disease, unspecified"
100.0,1368,1000,Leptospiros icterohem,Leptospirosis icterohemorrhagica
100.81,1369,10081,Leptospiral meningitis,Leptospiral meningitis (aseptic)
100.89,1370,10089,Leptospiral infect NEC,Other specified leptospiral infections
100.9,1371,1009,Leptospirosis NOS,"Leptospirosis, unspecified"
101,1372,101,Vincent's angina,Vincent's angina
102.0,1373,1020,Initial lesions yaws,Initial lesions of yaws
102.1,1374,1021,Multiple papillomata,Multiple papillomata due to yaws and wet crab yaws
102.2,1375,1022,Early skin yaws NEC,Other early skin lesions of yaws
102.3,1376,1023,Hyperkeratosis of yaws,Hyperkeratosis due to yaws
102.4,1377,1024,"Gummata and ulcers, yaws",Gummata and ulcers due to yaws
102.5,1378,1025,Gangosa,Gangosa
102.6,1379,1026,Yaws of bone & joint,Bone and joint lesions due to yaws
102.7,1380,1027,Yaws manifestations NEC,Other manifestations of yaws
102.8,1381,1028,Latent yaws,Latent yaws
102.9,1382,1029,Yaws NOS,"Yaws, unspecified"
103.0,1383,1030,Pinta primary lesions,Primary lesions of pinta
103.1,1384,1031,Pinta intermed lesions,Intermediate lesions of pinta
103.2,1385,1032,Pinta late lesions,Late lesions of pinta
103.3,1386,1033,Pinta mixed lesions,Mixed lesions of pinta
103.9,1387,1039,Pinta NOS,"Pinta, unspecified"
104.0,1388,1040,Nonvenereal endemic syph,Nonvenereal endemic syphilis
104.8,1389,1048,Spirochetal infect NEC,Other specified spirochetal infections
104.9,1390,1049,Spirochetal infect NOS,"Spirochetal infection, unspecified"
110.0,1391,1100,Dermatophyt scalp/beard,Dermatophytosis of scalp and beard
110.1,1392,1101,Dermatophytosis of nail,Dermatophytosis of nail
110.2,1393,1102,Dermatophytosis of hand,Dermatophytosis of hand
110.3,1394,1103,Dermatophytosis of groin,Dermatophytosis of groin and perianal area
110.4,1395,1104,Dermatophytosis of foot,Dermatophytosis of foot
110.5,1396,1105,Dermatophytosis of body,Dermatophytosis of the body
110.6,1397,1106,Deep dermatophytosis,Deep seated dermatophytosis
110.8,1398,1108,Dermatophytosis site NEC,Dermatophytosis of other specified sites
110.9,1399,1109,Dermatophytosis site NOS,Dermatophytosis of unspecified site
111.0,1400,1110,Pityriasis versicolor,Pityriasis versicolor
111.1,1401,1111,Tinea nigra,Tinea nigra
111.2,1402,1112,Tinea blanca,Tinea blanca
111.3,1403,1113,Black piedra,Black piedra
111.8,1404,1118,Dermatomycoses NEC,Other specified dermatomycoses
111.9,1405,1119,Dermatomycosis NOS,"Dermatomycosis, unspecified"
112.0,1406,1120,Thrush,Candidiasis of mouth
112.1,1407,1121,Candidal vulvovaginitis,Candidiasis of vulva and vagina
112.2,1408,1122,Candidias urogenital NEC,Candidiasis of other urogenital sites
112.3,1409,1123,Cutaneous candidiasis,Candidiasis of skin and nails
112.4,1410,1124,Candidiasis of lung,Candidiasis of lung
112.5,1411,1125,Disseminated candidiasis,Disseminated candidiasis
112.81,1412,11281,Candidal endocarditis,Candidal endocarditis
112.82,1413,11282,Candidal otitis externa,Candidal otitis externa
112.83,1414,11283,Candidal meningitis,Candidal meningitis
112.84,1415,11284,Candidal esophagitis,Candidal esophagitis
112.85,1416,11285,Candidal enteritis,Candidal enteritis
112.9,1418,1129,Candidiasis site NOS,Candidiasis of unspecified site
114.0,1419,1140,Primary coccidioidomycos,Primary coccidioidomycosis (pulmonary)
114.1,1420,1141,Prim cutan coccidioid,Primary extrapulmonary coccidioidomycosis
114.2,1421,1142,Coccidioidal meningitis,Coccidioidal meningitis
114.3,1422,1143,Progress coccidioid NEC,Other forms of progressive coccidioidomycosis
114.4,1423,1144,Ch pl coccidioidomycosis,Chronic pulmonary coccidioidomycosis
114.5,1424,1145,Pl cocidioidomycosis NOS,"Pulmonary coccidioidomycosis, unspecified"
114.9,1425,1149,Coccidioidomycosis NOS,"Coccidioidomycosis, unspecified"
115.00,1426,11500,Histoplasma capsulat NOS,"Infection by Histoplasma capsulatum, without mention of manifestation"
115.01,1427,11501,Histoplasm capsul mening,"Infection by Histoplasma capsulatum, meningitis"
115.02,1428,11502,Histoplasm capsul retina,"Infection by Histoplasma capsulatum, retinitis"
115.03,1429,11503,Histoplasm caps pericard,"Infection by Histoplasma capsulatum, pericarditis"
115.04,1430,11504,Histoplasm caps endocard,"Infection by Histoplasma capsulatum, endocarditis"
115.05,1431,11505,Histoplasm caps pneumon,"Infection by Histoplasma capsulatum, pneumonia"
115.09,1432,11509,Histoplasma capsulat NEC,"Infection by Histoplasma capsulatum, other"
115.10,1433,11510,Histoplasma duboisii NOS,"Infection by Histoplasma duboisii, without mention of manifestation"
115.11,1434,11511,Histoplasm dubois mening,"Infection by Histoplasma duboisii, meningitis"
115.12,1435,11512,Histoplasm dubois retina,"Infection by Histoplasma duboisii, retinitis"
115.13,1436,11513,Histoplasm dub pericard,"Infection by Histoplasma duboisii, pericarditis"
115.14,1437,11514,Histoplasm dub endocard,"Infection by Histoplasma duboisii, endocarditis"
115.15,1438,11515,Histoplasm dub pneumonia,"Infection by Histoplasma duboisii, pneumonia"
115.19,1439,11519,Histoplasma duboisii NEC,"Infection by Histoplasma duboisii, other"
115.90,1440,11590,Histoplasmosis NOS,"Histoplasmosis, unspecified, without mention of manifestation"
115.91,1441,11591,Histoplasmosis meningit,"Histoplasmosis, unspecified, meningitis"
115.92,1442,11592,Histoplasmosis retinitis,"Histoplasmosis, unspecified, retinitis"
115.93,1443,11593,Histoplasmosis pericard,"Histoplasmosis, unspecified, pericarditis"
115.94,1444,11594,Histoplasmosis endocard,"Histoplasmosis, unspecified, endocarditis"
115.95,1445,11595,Histoplasmosis pneumonia,"Histoplasmosis, unspecified, pneumonia"
115.99,1446,11599,Histoplasmosis NEC,"Histoplasmosis, unspecified, other"
116.0,1447,1160,Blastomycosis,Blastomycosis
116.1,1448,1161,Paracoccidioidomycosis,Paracoccidioidomycosis
116.2,1449,1162,Lobomycosis,Lobomycosis
117.0,1450,1170,Rhinosporidiosis,Rhinosporidiosis
117.1,1451,1171,Sporotrichosis,Sporotrichosis
117.2,1452,1172,Chromoblastomycosis,Chromoblastomycosis
117.3,1453,1173,Aspergillosis,Aspergillosis
117.4,1454,1174,Mycotic mycetomas,Mycotic mycetomas
117.5,1455,1175,Cryptococcosis,Cryptococcosis
117.6,1456,1176,Allescheriosis,Allescheriosis [Petriellidosis]
117.7,1457,1177,Zygomycosis,Zygomycosis [Phycomycosis or Mucormycosis]
117.8,1458,1178,Dematiacious fungi inf,Infection by dematiacious fungi [Phaehyphomycosis]
117.9,1459,1179,Mycoses NEC & NOS,Other and unspecified mycoses
118,1460,118,Opportunistic mycoses,Opportunistic mycoses
120.0,1461,1200,Schistosoma haematobium,Schistosomiasis due to schistosoma haematobium
120.1,1462,1201,Schistosoma mansoni,Schistosomiasis due to schistosoma mansoni
120.2,1463,1202,Schistosoma japonicum,Schistosomiasis due to schistosoma japonicum
120.3,1464,1203,Cutaneous schistosoma,Cutaneous schistosomiasis
120.8,1465,1208,Schistosomiasis NEC,Other specified schistosomiasis
120.9,1466,1209,Schistosomiasis NOS,"Schistosomiasis, unspecified"
121.0,1467,1210,Opisthorchiasis,Opisthorchiasis
121.1,1468,1211,Clonorchiasis,Clonorchiasis
121.2,1469,1212,Paragonimiasis,Paragonimiasis
121.3,1470,1213,Fascioliasis,Fascioliasis
121.4,1471,1214,Fasciolopsiasis,Fasciolopsiasis
121.5,1472,1215,Metagonimiasis,Metagonimiasis
121.6,1473,1216,Heterophyiasis,Heterophyiasis
121.8,1474,1218,Trematode infection NEC,Other specified trematode infections
121.9,1475,1219,Trematode infection NOS,"Trematode infection, unspecified"
122.0,1476,1220,Echinococc granul liver,Echinococcus granulosus infection of liver
122.1,1477,1221,Echinococc granul lung,Echinococcus granulosus infection of lung
122.2,1478,1222,Echinococc gran thyroid,Echinococcus granulosus infection of thyroid
122.3,1479,1223,Echinococc granul NEC,"Echinococcus granulosus infection, other"
122.4,1480,1224,Echinococc granul NOS,"Echinococcus granulosus infection, unspecified"
122.5,1481,1225,Echinococ multiloc liver,Echinococcus multilocularis infection of liver
122.6,1482,1226,Echinococc multiloc NEC,"Echinococcus multilocularis infection, other"
122.7,1483,1227,Echinococc multiloc NOS,"Echinococcus multilocularis infection, unspecified"
122.8,1484,1228,Echinococcosis NOS liver,"Echinococcosis, unspecified, of liver"
122.9,1485,1229,Echinococcosis NEC/NOS,"Echinococcosis, other and unspecified"
123.0,1486,1230,Taenia solium intestine,"Taenia solium infection, intestinal form"
123.1,1487,1231,Cysticercosis,Cysticercosis
123.2,1488,1232,Taenia saginata infect,Taenia saginata infection
123.3,1489,1233,Taeniasis NOS,"Taeniasis, unspecified"
123.4,1490,1234,Diphyllobothrias intest,"Diphyllobothriasis, intestinal"
123.5,1491,1235,Sparganosis,Sparganosis [larval diphyllobothriasis]
123.6,1492,1236,Hymenolepiasis,Hymenolepiasis
123.8,1493,1238,Cestode infection NEC,Other specified cestode infection
123.9,1494,1239,Cestode infection NOS,"Cestode infection, unspecified"
124,1495,124,Trichinosis,Trichinosis
125.0,1496,1250,Bancroftian filariasis,Bancroftian filariasis
125.1,1497,1251,Malayan filariasis,Malayan filariasis
125.2,1498,1252,Loiasis,Loiasis
125.3,1499,1253,Onchocerciasis,Onchocerciasis
125.4,1500,1254,Dipetalonemiasis,Dipetalonemiasis
125.5,1501,1255,Mansonella ozzardi infec,Mansonella ozzardi infection
125.6,1502,1256,Filariasis NEC,Other specified filariasis
125.7,1503,1257,Dracontiasis,Dracontiasis
125.9,1504,1259,Filariasis NOS,Unspecified filariasis
126.0,1505,1260,Ancylostoma duodenale,Ancylostomiasis due to ancylostoma duodenale
126.1,1506,1261,Necator Americanus,Necatoriasis due to necator americanus
126.2,1507,1262,Ancylostoma braziliense,Ancylostomiasis due to ancylostoma braziliense
126.3,1508,1263,Ancylostoma ceylanicum,Ancylostomiasis due to ancylostoma ceylanicum
126.8,1509,1268,Ancylostoma NEC,Other specified ancylostoma
126.9,1510,1269,Ancylostomiasis NOS,"Ancylostomiasis and necatoriasis, unspecified"
127.0,1511,1270,Ascariasis,Ascariasis
127.1,1512,1271,Anisakiasis,Anisakiasis
127.2,1513,1272,Strongyloidiasis,Strongyloidiasis
127.3,1514,1273,Trichuriasis,Trichuriasis
127.4,1515,1274,Enterobiasis,Enterobiasis
127.5,1516,1275,Capillariasis,Capillariasis
127.6,1517,1276,Trichostrongyliasis,Trichostrongyliasis
127.7,1518,1277,Intest helminthiasis NEC,Other specified intestinal helminthiasis
127.8,1519,1278,Mixed intestine helminth,Mixed intestinal helminthiasis
127.9,1520,1279,Intest helminthiasis NOS,"Intestinal helminthiasis, unspecified"
128.0,1521,1280,Toxocariasis,Toxocariasis
128.1,1522,1281,Gnathostomiasis,Gnathostomiasis
128.8,1523,1288,Helminthiasis NEC,Other specified helminthiasis
200.76,1524,20076,Large cell lymph pelvic,"Large cell lymphoma, intrapelvic lymph nodes"
129,865,129,Intestin parasitism NOS,"Intestinal parasitism, unspecified"
130.0,866,1300,Toxoplasm meningoenceph,Meningoencephalitis due to toxoplasmosis
130.1,867,1301,Toxoplasm conjunctivitis,Conjunctivitis due to toxoplasmosis
130.2,868,1302,Toxoplasm chorioretinit,Chorioretinitis due to toxoplasmosis
130.3,869,1303,Toxoplasma myocarditis,Myocarditis due to toxoplasmosis
130.4,870,1304,Toxoplasma pneumonitis,Pneumonitis due to toxoplasmosis
130.5,871,1305,Toxoplasma hepatitis,Hepatitis due to toxoplasmosis
130.7,872,1307,Toxoplasmosis site NEC,Toxoplasmosis of other specified sites
130.8,873,1308,Multisystem toxoplasmos,Multisystemic disseminated toxoplasmosis
130.9,874,1309,Toxoplasmosis NOS,"Toxoplasmosis, unspecified"
131.00,875,13100,Urogenital trichomon NOS,"Urogenital trichomoniasis, unspecified"
131.01,876,13101,Trichomonal vaginitis,Trichomonal vulvovaginitis
131.02,877,13102,Trichomonal urethritis,Trichomonal urethritis
131.03,878,13103,Trichomonal prostatitis,Trichomonal prostatitis
131.09,879,13109,Urogenital trichomon NEC,Other urogenital trichomoniasis
131.8,880,1318,Trichomoniasis NEC,Trichomoniasis of other specified sites
131.9,881,1319,Trichomoniasis NOS,"Trichomoniasis, unspecified"
132.0,882,1320,Pediculus capitis,Pediculus capitis [head louse]
132.1,883,1321,Pediculus corporis,Pediculus corporis [body louse]
132.2,884,1322,Phthirus pubis,Phthirus pubis [pubic louse]
132.3,885,1323,Mixed pedicul & phthirus,Mixed pediculosis infestation
132.9,886,1329,Pediculosis NOS,"Pediculosis, unspecified"
133.0,887,1330,Scabies,Scabies
133.8,888,1338,Acariasis NEC,Other acariasis
133.9,889,1339,Acariasis NOS,"Acariasis, unspecified"
134.0,890,1340,Myiasis,Myiasis
134.1,891,1341,Arthropod infest NEC,Other arthropod infestation
134.2,892,1342,Hirudiniasis,Hirudiniasis
134.8,893,1348,Infestation NEC,Other specified infestations
134.9,894,1349,Infestation NOS,"Infestation, unspecified"
135,895,135,Sarcoidosis,Sarcoidosis
136.0,896,1360,Ainhum,Ainhum
136.1,897,1361,Behcet's syndrome,Behcet's syndrome
136.21,898,13621,Infectn d/t acanthamoeba,Specific infection due to acanthamoeba
136.29,899,13629,Infc free-liv amebae NEC,Other specific infections by free-living amebae
136.3,900,1363,Pneumocystosis,Pneumocystosis
136.4,901,1364,Psorospermiasis,Psorospermiasis
136.5,902,1365,Sarcosporidiosis,Sarcosporidiosis
136.8,903,1368,Infect/parasite dis NEC,Other specified infectious and parasitic diseases
136.9,904,1369,Infect/parasite dis NOS,Unspecified infectious and parasitic diseases
137.0,905,1370,"Late effect tb, resp/NOS",Late effects of respiratory or unspecified tuberculosis
137.1,906,1371,Late effect cns TB,Late effects of central nervous system tuberculosis
137.2,907,1372,Late effect gu TB,Late effects of genitourinary tuberculosis
137.3,908,1373,Late eff bone & joint TB,Late effects of tuberculosis of bones and joints
137.4,909,1374,Late effect TB NEC,Late effects of tuberculosis of other specified organs
138,910,138,Late effect acute polio,Late effects of acute poliomyelitis
139.0,911,1390,Late eff viral encephal,Late effects of viral encephalitis
139.1,912,1391,Late effect of trachoma,Late effects of trachoma
139.8,913,1398,Late eff infect dis NEC,Late effects of other and unspecified infectious and parasitic diseases
140.0,914,1400,Mal neo upper vermilion,"Malignant neoplasm of upper lip, vermilion border"
140.1,915,1401,Mal neo lower vermilion,"Malignant neoplasm of lower lip, vermilion border"
140.3,916,1403,"Mal neo upper lip, inner","Malignant neoplasm of upper lip, inner aspect"
140.4,917,1404,"Mal neo lower lip, inner","Malignant neoplasm of lower lip, inner aspect"
140.5,918,1405,"Mal neo lip, inner NOS","Malignant neoplasm of lip, unspecified, inner aspect"
140.6,919,1406,"Mal neo lip, commissure",Malignant neoplasm of commissure of lip
140.8,920,1408,Mal neo lip NEC,Malignant neoplasm of other sites of lip
140.9,921,1409,Mal neo lip/vermil NOS,"Malignant neoplasm of lip, unspecified, vermilion border"
141.0,922,1410,Mal neo tongue base,Malignant neoplasm of base of tongue
141.1,923,1411,Mal neo dorsal tongue,Malignant neoplasm of dorsal surface of tongue
141.2,924,1412,Mal neo tip/lat tongue,Malignant neoplasm of tip and lateral border of tongue
141.3,925,1413,Mal neo ventral tongue,Malignant neoplasm of ventral surface of tongue
141.4,926,1414,Mal neo ant 2/3 tongue,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
141.5,927,1415,Mal neo tongue junction,Malignant neoplasm of junctional zone of tongue
141.6,928,1416,Mal neo lingual tonsil,Malignant neoplasm of lingual tonsil
141.8,929,1418,Malig neo tongue NEC,Malignant neoplasm of other sites of tongue
202.21,930,20221,Sezary's disease head,"Sezary's disease, lymph nodes of head, face, and neck"
202.22,931,20222,Sezary's disease thorax,"Sezary's disease, intrathoracic lymph nodes"
202.23,932,20223,Sezary's disease abdom,"Sezary's disease, intra-abdominal lymph nodes"
202.24,933,20224,Sezary's disease axilla,"Sezary's disease, lymph nodes of axilla and upper limb"
202.25,934,20225,Sezary's disease inguin,"Sezary's disease, lymph nodes of inguinal region and lower limb"
202.26,935,20226,Sezary's disease pelvic,"Sezary's disease, intrapelvic lymph nodes"
202.27,936,20227,Sezary's disease spleen,"Sezary's disease, spleen"
202.28,937,20228,Sezary's disease mult,"Sezary's disease, lymph nodes of multiple sites"
202.30,938,20230,Mlg hist unsp xtrndl org,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"
202.31,939,20231,Mal histiocytosis head,"Malignant histiocytosis, lymph nodes of head, face, and neck"
202.32,940,20232,Mal histiocytosis thorax,"Malignant histiocytosis, intrathoracic lymph nodes"
202.33,941,20233,Mal histiocytosis abdom,"Malignant histiocytosis, intra-abdominal lymph nodes"
202.34,942,20234,Mal histiocytosis axilla,"Malignant histiocytosis, lymph nodes of axilla and upper limb"
202.35,943,20235,Mal histiocytosis inguin,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb"
202.36,944,20236,Mal histiocytosis pelvic,"Malignant histiocytosis, intrapelvic lymph nodes"
202.37,945,20237,Mal histiocytosis spleen,"Malignant histiocytosis, spleen"
202.38,946,20238,Mal histiocytosis mult,"Malignant histiocytosis, lymph nodes of multiple sites"
202.40,947,20240,Lk rtctl unsp xtrndl org,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
202.41,948,20241,Hairy-cell leukem head,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck"
202.42,949,20242,Hairy-cell leukem thorax,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes"
202.43,950,20243,Hairy-cell leukem abdom,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
202.44,951,20244,Hairy-cell leukem axilla,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm"
202.45,952,20245,Hairy-cell leukem inguin,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb"
202.46,953,20246,Hairy-cell leukem pelvic,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes"
202.47,954,20247,Hairy-cell leukem spleen,"Leukemic reticuloendotheliosis, spleen"
202.48,955,20248,Hairy-cell leukem mult,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites"
202.50,956,20250,Ltr-siwe unsp xtrndl org,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites"
055.2,957,0552,Postmeasles otitis media,Postmeasles otitis media
055.71,958,05571,Measles keratitis,Measles keratoconjunctivitis
055.79,959,05579,Measles complication NEC,Measles with other specified complications
055.8,960,0558,Measles complication NOS,Measles with unspecified complication
055.9,961,0559,Measles uncomplicated,Measles without mention of complication
056.00,962,05600,Rubella nerve compl NOS,Rubella with unspecified neurological complication
056.01,963,05601,Rubella encephalitis,Encephalomyelitis due to rubella
056.09,964,05609,Rubella nerve compl NEC,Rubella with other neurological complications
056.71,965,05671,Arthritis due to rubella,Arthritis due to rubella
056.79,966,05679,Rubella complication NEC,Rubella with other specified complications
056.8,967,0568,Rubella complication NOS,Rubella with unspecified complications
056.9,968,0569,Rubella uncomplicated,Rubella without mention of complication
057.0,969,0570,Erythema infectiosum,Erythema infectiosum (fifth disease)
057.8,970,0578,Viral exanthemata NEC,Other specified viral exanthemata
057.9,971,0579,Viral exanthemata NOS,"Viral exanthem, unspecified"
058.10,972,05810,Roseola infantum NOS,"Roseola infantum, unspecified"
058.11,973,05811,Roseola infant d/t HHV-6,Roseola infantum due to human herpesvirus 6
058.12,974,05812,Roseola infant d/t HHV-7,Roseola infantum due to human herpesvirus 7
058.21,975,05821,Human herpesvir 6 enceph,Human herpesvirus 6 encephalitis
058.29,976,05829,Human herpesvr encph NEC,Other human herpesvirus encephalitis
058.81,977,05881,Human herpesvirus 6 infc,Human herpesvirus 6 infection
058.82,978,05882,Human herpesvirus 7 infc,Human herpesvirus 7 infection
058.89,979,05889,Human herpesvirs inf NEC,Other human herpesvirus infection
059.00,980,05900,Orthopoxvirus infect NOS,"Orthopoxvirus infection, unspecified"
059.01,981,05901,Monkeypox,Monkeypox
059.09,982,05909,Orthopoxvirus infect NEC,Other orthopoxvirus infections
059.10,983,05910,Parapoxvirus infectn NOS,"Parapoxvirus infection, unspecified"
059.11,984,05911,Bovine stomatitis,Bovine stomatitis
059.12,985,05912,Sealpox,Sealpox
059.19,986,05919,Parapoxvirus infectn NEC,Other parapoxvirus infections
059.20,987,05920,Yatapoxvirus infectn NOS,"Yatapoxvirus infection, unspecified"
059.21,988,05921,Tanapox,Tanapox
059.22,989,05922,Yaba monkey tumor virus,Yaba monkey tumor virus
059.8,990,0598,Poxvirus infections NEC,Other poxvirus infections
059.9,991,0599,Poxvirus infection NOS,"Poxvirus infections, unspecified"
060.0,992,0600,Sylvatic yellow fever,Sylvatic yellow fever
060.1,993,0601,Urban yellow fever,Urban yellow fever
060.9,994,0609,Yellow fever NOS,"Yellow fever, unspecified"
061,995,061,Dengue,Dengue
062.0,996,0620,Japanese encephalitis,Japanese encephalitis
062.1,997,0621,West equine encephalitis,Western equine encephalitis
062.2,998,0622,East equine encephalitis,Eastern equine encephalitis
062.3,999,0623,St Louis encephalitis,St. Louis encephalitis
062.4,1000,0624,Australian encephalitis,Australian encephalitis
062.5,1001,0625,California encephalitis,California virus encephalitis
062.8,1002,0628,Mosquit-borne enceph NEC,Other specified mosquito-borne viral encephalitis
062.9,1003,0629,Mosquit-borne enceph NOS,"Mosquito-borne viral encephalitis, unspecified"
063.0,1004,0630,Russia spr-summer enceph,Russian spring-summer [taiga] encephalitis
063.1,1005,0631,Louping ill,Louping ill
063.2,1006,0632,Cent Europe encephalitis,Central european encephalitis
063.8,1007,0638,Tick-borne enceph NEC,Other specified tick-borne viral encephalitis
063.9,1008,0639,Tick-borne enceph NOS,"Tick-borne viral encephalitis, unspecified"
064,1009,064,Vir enceph arthropod NEC,Viral encephalitis transmitted by other and unspecified arthropods
065.0,1010,0650,Crimean hemorrhagic fev,Crimean hemorrhagic fever [CHF Congo virus]
065.1,1011,0651,Omsk hemorrhagic fever,Omsk hemorrhagic fever
065.2,1012,0652,Kyasanur forest disease,Kyasanur forest disease
065.3,1013,0653,Tick-borne hem fever NEC,Other tick-borne hemorrhagic fever
065.4,1014,0654,Mosquito-borne hem fever,Mosquito-borne hemorrhagic fever
065.8,1015,0658,Arthropod hem fever NEC,Other specified arthropod-borne hemorrhagic fever
065.9,1016,0659,Arthropod hem fever NOS,"Arthropod-borne hemorrhagic fever, unspecified"
066.0,1017,0660,Phlebotomus fever,Phlebotomus fever
066.1,1018,0661,Tick-borne fever,Tick-borne fever
066.2,1019,0662,Venezuelan equine fever,Venezuelan equine fever
066.3,1020,0663,Mosquito-borne fever NEC,Other mosquito-borne fever
066.40,1021,06640,West Nile Fever NOS,"West Nile Fever, unspecified"
066.41,1022,06641,West Nile Fever w/enceph,West Nile Fever with encephalitis
066.42,1023,06642,West Nile neuro man NEC,West Nile Fever with other neurologic manifestation
066.49,1024,06649,West Nile w complic NEC,West Nile Fever with other complications
066.8,1025,0668,Arthropod virus NEC,Other specified arthropod-borne viral diseases
066.9,1026,0669,Arthropod virus NOS,"Arthropod-borne viral disease, unspecified"
070.0,1027,0700,Hepatitis A with coma,Viral hepatitis A with hepatic coma
070.1,1028,0701,Hepatitis A w/o coma,Viral hepatitis A without mention of hepatic coma
070.20,1029,07020,Hpt B acte coma wo dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta"
070.21,1030,07021,Hpt B acte coma w dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, with hepatitis delta"
070.22,1031,07022,Hpt B chrn coma wo dlta,Chronic viral hepatitis B with hepatic coma without hepatitis delta
070.23,1032,07023,Hpt B chrn coma w dlta,Chronic viral hepatitis B with hepatic coma with hepatitis delta
070.30,1033,07030,Hpt B acte wo cm wo dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta"
070.31,1034,07031,Hpt B acte wo cm w dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta"
070.32,1035,07032,Hpt B chrn wo cm wo dlta,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta
070.33,1036,07033,Hpt B chrn wo cm w dlta,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta
070.41,1037,07041,Hpt C acute w hepat Coma,Acute hepatitis C with hepatic coma
070.42,1038,07042,Hpt dlt wo b w hpt coma,Hepatitis delta without mention of active hepatitis B disease with hepatic coma
070.43,1039,07043,Hpt E w hepat Coma,Hepatitis E with hepatic coma
070.44,1040,07044,Chrnc hpt C w hepat Coma,Chronic hepatitis C with hepatic coma
070.49,1041,07049,Oth vrl hepat w hpt coma,Other specified viral hepatitis with hepatic coma
070.51,1042,07051,Hpt C acute wo hpat coma,Acute hepatitis C without mention of hepatic coma
070.52,1043,07052,Hpt dlt wo b wo hpt coma,Hepatitis delta without mention of active hepatitis B disease or hepatic coma
070.53,1044,07053,Hpt E wo hepat Coma,Hepatitis E without mention of hepatic coma
070.54,1045,07054,Chrnc hpt C wo hpat coma,Chronic hepatitis C without mention of hepatic coma
070.59,1046,07059,Oth vrl hpat wo hpt coma,Other specified viral hepatitis without mention of hepatic coma
070.6,1047,0706,Viral hepat NOS w coma,Unspecified viral hepatitis with hepatic coma
070.70,1048,07070,Hpt C w/o hepat coma NOS,Unspecified viral hepatitis C without hepatic coma
070.71,1049,07071,Hpt C w hepatic coma NOS,Unspecified viral hepatitis C with hepatic coma
070.9,1050,0709,Viral hepat NOS w/o coma,Unspecified viral hepatitis without mention of hepatic coma
071,1051,071,Rabies,Rabies
072.0,1052,0720,Mumps orchitis,Mumps orchitis
072.1,1053,0721,Mumps meningitis,Mumps meningitis
072.2,1054,0722,Mumps encephalitis,Mumps encephalitis
072.3,1055,0723,Mumps pancreatitis,Mumps pancreatitis
072.71,1056,07271,Mumps hepatitis,Mumps hepatitis
072.72,1057,07272,Mumps polyneuropathy,Mumps polyneuropathy
072.79,1058,07279,Mumps complication NEC,Other mumps with other specified complications
072.8,1059,0728,Mumps complication NOS,Mumps with unspecified complication
072.9,1060,0729,Mumps uncomplicated,Mumps without mention of complication
073.0,1061,0730,Ornithosis pneumonia,Ornithosis with pneumonia
073.7,1062,0737,Ornithosis complicat NEC,Ornithosis with other specified complications
073.8,1063,0738,Ornithosis complicat NOS,Ornithosis with unspecified complication
