ICD code,short title,long title,male rate,female rate,male to female rate ratio,male freq,female freq
30550,Opioid abuse-unspec,"Opioid abuse, unspecified",0.0039453717754172985,0.0020364251133481903,1.9374008646605776,130.0,53.0
30551,Opioid abuse-continuous,"Opioid abuse, continuous",0.0007890743550834598,0.0008068854222700376,0.9779261507334345,26.0,21.0
30552,Opioid abuse-episodic,"Opioid abuse, episodic",0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
30553,Opioid abuse-in remiss,"Opioid abuse, in remission",0.000637329286798179,0.00026896180742334586,2.3695902883156297,21.0,7.0
30560,Cocaine abuse-unspec,"Cocaine abuse, unspecified",0.00858877086494689,0.004649196956889264,1.84736653331494,283.0,121.0
30561,Cocaine abuse-continuous,"Cocaine abuse, continuous",0.0014871016691957511,0.0010758472296933835,1.3822610015174508,49.0,28.0
30562,Cocaine abuse-episodic,"Cocaine abuse, episodic",0.00030349013657056146,0.00019211557673096135,1.5797268588770865,10.0,5.0
30563,Cocaine abuse-in remiss,"Cocaine abuse, in remission",0.0009104704097116844,0.0006147698455390763,1.4809939301972688,30.0,16.0
30570,Amphetamine abuse-unspec,"Amphetamine or related acting sympathomimetic abuse, unspecified",0.0006676783004552352,0.00019211557673096135,3.4753990895295903,22.0,5.0
30571,Amphetamine abuse-contin,"Amphetamine or related acting sympathomimetic abuse, continuous",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
30580,Antidepress abuse-unspec,"Antidepressant type abuse, unspecified",3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
30590,Drug abuse NEC-unspec,"Other, mixed, or unspecified drug abuse, unspecified",0.004127465857359636,0.0021901175747329592,1.8845864281340683,136.0,57.0
30591,Drug abuse NEC-contin,"Other, mixed, or unspecified drug abuse, continuous",0.0006980273141122913,0.0004610773841543072,1.5139049064238745,23.0,12.0
30593,Drug abuse NEC-in remiss,"Other, mixed, or unspecified drug abuse, in remission",0.0005159332321699545,0.00034580803811573043,1.4919642556061372,17.0,9.0
3061,Psychogenic respir dis,Respiratory malfunction arising from mental factors,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
3068,Psychogenic disorder NEC,Other specified psychophysiological malfunction,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
3069,Psychogenic disorder NOS,Unspecified psychophysiological malfunction,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
3071,Anorexia nervosa,Anorexia nervosa,3.0349013657056145e-05,0.0008837316529624222,0.0343418882364584,1.0,23.0
30723,Tourette's disorder,Tourette's disorder,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
30750,Eating disorder NOS,"Eating disorder, unspecified",3.0349013657056145e-05,0.0005379236148466917,0.05641881638846738,1.0,14.0
30752,Pica,Pica,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
30781,Tension headache,Tension headache,0.00015174506828528073,0.0005379236148466917,0.28209408194233687,5.0,14.0
30789,Psychogenic pain NEC,Other pain disorders related to psychological factors,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
3079,Special symptom NEC/NOS,"Other and unspecified special symptoms or syndromes, not elsewhere classified",0.0028224582701062216,0.0023438100361177286,1.2042180153735167,93.0,61.0
3080,"Stress react, emotional",Predominant disturbance of emotions,3.0349013657056145e-05,0.00019211557673096135,0.15797268588770863,1.0,5.0
3083,Acute stress react NEC,Other acute reactions to stress,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
3090,Adjustmnt dis w depressn,Adjustment disorder with depressed mood,0.0009711684370257966,0.0006531929608852686,1.4868017495313754,32.0,17.0
30924,Adjustment dis w anxiety,Adjustment disorder with anxiety,0.00024279210925644916,0.00034580803811573043,0.702100826167594,8.0,9.0
30928,Adjust dis w anxiety/dep,Adjustment disorder with mixed anxiety and depressed mood,0.0004552352048558422,0.0008068854222700376,0.5641881638846737,15.0,21.0
3094,Adj dis-emotion/conduct,Adjustment disorder with mixed disturbance of emotions and conduct,0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
30981,Posttraumatic stress dis,Posttraumatic stress disorder,0.004704097116843702,0.00507185122569738,0.92749114820435,155.0,132.0
30989,Adjustment reaction NEC,Other specified adjustment reactions,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
3099,Adjustment reaction NOS,Unspecified adjustment reaction,0.0003945371775417299,0.0006531929608852686,0.6040132107471212,13.0,17.0
3100,Frontal lobe syndrome,Frontal lobe syndrome,0.00024279210925644916,0.0001152693460385768,2.106302478502782,8.0,3.0
3102,Postconcussion syndrome,Postconcussion syndrome,0.0004552352048558422,0.00042265426880811494,1.0770864946889227,15.0,11.0
3109,Nonpsychot brain syn NOS,Unspecified nonpsychotic mental disorder following organic brain damage,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
311,Depressive disorder NEC,"Depressive disorder, not elsewhere classified",0.04682852807283763,0.072542841773611,0.6455292752244026,1543.0,1888.0
31230,Impulse control dis NOS,"Impulse control disorder, unspecified",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
3129,Conduct disturbance NOS,Unspecified disturbance of conduct,0.00018209408194233686,0.0001152693460385768,1.5797268588770865,6.0,3.0
31400,Attn defic nonhyperact,Attention deficit disorder without mention of hyperactivity,0.0009408194233687405,0.0005379236148466917,1.7489833080424888,31.0,14.0
31401,Attn deficit w hyperact,Attention deficit disorder with hyperactivity,0.0028224582701062216,0.0018443095366172289,1.5303603945371775,93.0,48.0
3158,Development delays NEC,Other specified delays in development,6.069802731411229e-05,0.00015369246138476907,0.39493171471927163,2.0,4.0
3159,Development delay NOS,Unspecified delay in development,0.0002731411229135053,0.00042265426880811494,0.6462518968133536,9.0,11.0
317,Mild intellect disabilty,Mild intellectual disabilities,0.0011836115326251896,0.0016521939598862676,0.716387761583795,39.0,43.0
3180,Mod intellect disability,Moderate intellectual disabilities,0.00015174506828528073,0.00015369246138476907,0.9873292867981791,5.0,4.0
3181,Sev intellect disability,Severe intellectual disabilities,0.00042488619119878605,0.00042265426880811494,1.0052807283763279,14.0,11.0
3182,Profnd intellct disablty,Profound intellectual disabilities,0.00015174506828528073,7.684623069238454e-05,1.9746585735963582,5.0,2.0
319,Intellect disability NOS,Unspecified intellectual disabilities,0.0030045523520485585,0.0031891185737339582,0.9421262592098287,99.0,83.0
3201,Pneumococcal meningitis,Pneumococcal meningitis,0.00024279210925644916,0.00019211557673096135,1.263781487101669,8.0,5.0
3202,Streptococcal meningitis,Streptococcal meningitis,0.0003338391502276176,0.00019211557673096135,1.7376995447647952,11.0,5.0
3203,Staphylococc meningitis,Staphylococcal meningitis,0.0005462822458270106,0.00034580803811573043,1.5797268588770863,18.0,9.0
3207,Mening in oth bact dis,Meningitis in other bacterial diseases classified elsewhere,9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
32082,Mningts gram-neg bct NEC,"Meningitis due to gram-negative bacteria, not elsewhere classified",0.0004855842185128983,0.0003842311534619227,1.263781487101669,16.0,10.0
32089,Meningitis oth spcf bact,Meningitis due to other specified bacteria,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
3209,Bacterial meningitis NOS,Meningitis due to unspecified bacterium,0.0004552352048558422,0.00042265426880811494,1.0770864946889227,15.0,11.0
3210,Cryptococcal meningitis,Cryptococcal meningitis,0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
3220,Nonpyogenic meningitis,Nonpyogenic meningitis,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
3229,Meningitis NOS,"Meningitis, unspecified",0.0013657056145675265,0.0016521939598862676,0.8266012633659173,45.0,43.0
32361,Inf ac dis encephalomyel,Infectious acute disseminated encephalomyelitis (ADEM),9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
32381,Enceph & encephlalo NEC,Other causes of encephalitis and encephalomyelitis,6.069802731411229e-05,0.00042265426880811494,0.1436115326251897,2.0,11.0
32382,Myelitis cause NEC,Other causes of myelitis,0.00012139605462822458,0.00019211557673096135,0.6318907435508345,4.0,5.0
3239,Encephalitis NOS,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis",0.0004855842185128983,0.000999000999000999,0.4860698027314112,16.0,26.0
3240,Intracranial abscess,Intracranial abscess,0.0007283763277693475,0.000999000999000999,0.7291047040971168,24.0,26.0
3241,Intraspinal abscess,Intraspinal abscess,0.0025189681335356603,0.0019211557673096135,1.3111732928679818,83.0,50.0
3249,Cns abscess NOS,Intracranial and intraspinal abscess of unspecified site,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
325,Phlebitis intrcran sinus,Phlebitis and thrombophlebitis of intracranial venous sinuses,0.00024279210925644916,0.0005379236148466917,0.45135053110773904,8.0,14.0
326,Late eff cns abscess,Late effects of intracranial abscess or pyogenic infection,6.069802731411229e-05,0.00034580803811573043,0.1755252065418985,2.0,9.0
32721,Prim central sleep apnea,Primary central sleep apnea,0.0002731411229135053,7.684623069238454e-05,3.5543854324734445,9.0,2.0
32723,Obstructive sleep apnea,Obstructive sleep apnea (adult)(pediatric),0.0451896813353566,0.03423499577345731,1.319985012832762,1489.0,891.0
32726,Sleep hypovent oth dis,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere,0.00024279210925644916,0.00034580803811573043,0.702100826167594,8.0,9.0
32727,Cntrl sleep apnea ot dis,Central sleep apnea in conditions classified elsewhere,0.00015174506828528073,0.0001152693460385768,1.3164390490642388,5.0,3.0
28319,Oth nonauto hem anemia,Other non-autoimmune hemolytic anemias,0.0003338391502276176,0.0006916160762314609,0.4826943179902209,11.0,18.0
28411,Antin chemo indcd pancyt,Antineoplastic chemotherapy induced pancytopenia,0.00030349013657056146,0.0003842311534619227,0.7898634294385433,10.0,10.0
28412,Oth drg indcd pancytopna,Other drug-induced pancytopenia,0.00015174506828528073,0.00026896180742334586,0.5641881638846737,5.0,7.0
28419,Other pancytopenia,Other pancytopenia,0.002367223065250379,0.0023438100361177286,1.0099893032164977,78.0,61.0
28489,Aplastic anemias NEC,Other specified aplastic anemias,0.0007283763277693475,0.0013832321524629217,0.5265756196256954,24.0,36.0
2849,Aplastic anemia NOS,"Aplastic anemia, unspecified",0.0003338391502276176,0.00015369246138476907,2.172124430955994,11.0,4.0
2851,Ac posthemorrhag anemia,Acute posthemorrhagic anemia,0.07526555386949924,0.07961269499731038,0.9453963827256694,2480.0,2072.0
28521,Anemia in chr kidney dis,Anemia in chronic kidney disease,0.023095599393019726,0.023937600860677782,0.9648251521713185,761.0,623.0
28522,Anemia in neoplastic dis,Anemia in neoplastic disease,0.006373292867981791,0.005648197955890263,1.1283763277693475,210.0,147.0
28529,Anemia-other chronic dis,Anemia of other chronic disease,0.016479514415781486,0.021132713440405747,0.7798106221547799,543.0,550.0
2853,Anemia d/t antineo chemo,Antineoplastic chemotherapy induced anemia,0.0010622154779969652,0.0005379236148466917,1.9746585735963584,35.0,14.0
2858,Anemia NEC,Other specified anemias,0.0010622154779969652,0.0013063859217705373,0.813094706774971,35.0,34.0
2859,Anemia NOS,"Anemia, unspecified",0.0812443095599393,0.10485668177975871,0.7748128987200367,2677.0,2729.0
2860,Cong factor viii diord,Congenital factor VIII disorder,0.0005766312594840668,0.0005379236148466917,1.0719575113808804,19.0,14.0
2861,Cong factor IX disorder,Congenital factor IX disorder,0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
2862,Cong factor xi disorder,Congenital factor XI deficiency,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
2863,Cong def clot factor NEC,Congenital deficiency of other clotting factors,0.0005462822458270106,0.0004995004995004995,1.093657056145675,18.0,13.0
2864,Von willebrand's disease,Von Willebrand's disease,0.0003641881638846737,0.0005379236148466917,0.6770257966616086,12.0,14.0
2866,Defibrination syndrome,Defibrination syndrome,0.007314112291350531,0.00810727733804657,0.9021662867046867,241.0,211.0
2867,Acq coagul factor defic,Acquired coagulation factor deficiency,0.008437025796661609,0.007223545685084147,1.1679895392761437,278.0,188.0
2869,Coagulat defect NEC/NOS,Other and unspecified coagulation defects,0.017541729893778453,0.016829324521632213,1.042331192272781,578.0,438.0
2870,Allergic purpura,Allergic purpura,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
2871,Thrombocytopathy,Qualitative platelet defects,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
2872,Purpura NOS,Other nonthrombocytopenic purpuras,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
28730,Prim thrombocytopen NOS,"Primary thrombocytopenia,unspecified",3.0349013657056145e-05,0.00034580803811573043,0.08776260327094924,1.0,9.0
28731,Immune thrombocyt purpra,Immune thrombocytopenic purpura,0.0013353566009104705,0.002113271344040575,0.6318907435508345,44.0,55.0
28749,Sec thrombocytpenia NEC,Other secondary thrombocytopenia,0.0025189681335356603,0.0019595788826558057,1.2854640126156687,83.0,51.0
2875,Thrombocytopenia NOS,"Thrombocytopenia, unspecified",0.05493171471927162,0.0482210097594713,1.1391655834930383,1810.0,1255.0
2879,Hemorrhagic cond NOS,Unspecified hemorrhagic conditions,9.104704097116843e-05,0.0002305386920771536,0.39493171471927163,3.0,6.0
28800,Neutropenia NOS,"Neutropenia, unspecified",0.0038239757207890746,0.004495504495504496,0.8506221547799696,126.0,117.0
28801,Congenital neutropenia,Congenital neutropenia,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
28802,Cyclic neutropenia,Cyclic neutropenia,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
28803,Drug induced neutropenia,Drug induced neutropenia,0.0020030349013657055,0.0023053869207715363,0.8688497723823975,66.0,60.0
28804,Neutropenia d/t infectn,Neutropenia due to infection,0.0004855842185128983,0.00019211557673096135,2.527562974203338,16.0,5.0
28809,Neutropenia NEC,Other neutropenia,0.00012139605462822458,0.0002305386920771536,0.5265756196256955,4.0,6.0
2883,Eosinophilia,Eosinophilia,0.0018209408194233688,0.002151694459386767,0.8462822458270107,60.0,56.0
2884,Hemophagocytic syndromes,Hemophagocytic syndromes,0.00030349013657056146,0.00030738492276953815,0.9873292867981791,10.0,8.0
28850,Leukocytopenia NOS,"Leukocytopenia, unspecified",0.0025189681335356603,0.002266963805425344,1.1111638075152388,83.0,59.0
28860,Leukocytosis NOS,"Leukocytosis, unspecified",0.013808801213960546,0.0154076692538231,0.8962290782906164,455.0,401.0
28861,Lymphocytosis-symptomatc,Lymphocytosis (symptomatic),9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
28862,Leukemoid reaction,Leukemoid reaction,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
28866,Bandemia,Bandemia,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
2888,Wbc disease NEC,Other specified disease of white blood cells,0.001031866464339909,0.0018827326519634212,0.5480685020593974,34.0,49.0
2890,Secondary polycythemia,"Polycythemia, secondary",0.000637329286798179,0.00030738492276953815,2.0733915022761757,21.0,8.0
2893,Lymphadenitis NOS,"Lymphadenitis, unspecified, except mesenteric",0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
2894,Hypersplenism,Hypersplenism,0.0004552352048558422,0.0002305386920771536,1.9746585735963582,15.0,6.0
28950,Spleen disease NOS,"Disease of spleen, unspecified",9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
28951,Chr congest splenomegaly,Chronic congestive splenomegaly,0.0004552352048558422,0.00015369246138476907,2.9619878603945375,15.0,4.0
28959,Spleen disease NEC,Other diseases of spleen,0.0021244309559939304,0.0018058864212710368,1.1763923417169793,70.0,47.0
2897,Methemoglobinemia,Methemoglobinemia,0.00018209408194233686,0.00030738492276953815,0.5923975720789074,6.0,8.0
28981,Prim hypercoagulable st,Primary hypercoagulable state,0.002306525037936267,0.003957580880657804,0.5828118508478571,76.0,103.0
28982,Sec hypercoagulable st,Secondary hypercoagulable state,0.0002731411229135053,0.00042265426880811494,0.6462518968133536,9.0,11.0
28983,Myelofibrosis,Myelofibrosis,0.00021244309559939302,0.00015369246138476907,1.3822610015174508,7.0,4.0
28984,Heparin-indu thrombocyto,Heparin-induced thrombocytopenia (HIT),0.001881638846737481,0.0013448090371167294,1.399186646433991,62.0,35.0
28989,Blood diseases NEC,Other specified diseases of blood and blood-forming organs,0.0004855842185128983,0.0005763467301928841,0.8425209914011127,16.0,15.0
2899,Blood disease NOS,Unspecified diseases of blood and blood-forming organs,0.0006069802731411229,0.0008068854222700376,0.752250885179565,20.0,21.0
2900,Senile dementia uncomp,"Senile dementia, uncomplicated",0.0004855842185128983,0.0013832321524629217,0.351050413083797,16.0,36.0
29012,Presenile delusion,Presenile dementia with delusional features,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
2903,Senile delirium,Senile dementia with delirium,0.00018209408194233686,0.0005379236148466917,0.3385128983308043,6.0,14.0
29040,"Vascular dementia,uncomp","Vascular dementia, uncomplicated",0.002245827010622155,0.003112272343041574,0.7216036268944716,74.0,81.0
29041,Vasc dementia w delirium,"Vascular dementia, with delirium",0.0006676783004552352,0.00042265426880811494,1.5797268588770867,22.0,11.0
29042,Vasc dementia w delusion,"Vascular dementia, with delusions",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
29043,Vasc dementia w depressn,"Vascular dementia, with depressed mood",3.0349013657056145e-05,0.00015369246138476907,0.19746585735963582,1.0,4.0
2910,Delirium tremens,Alcohol withdrawal delirium,0.007799696509863429,0.0017674633059248444,4.412932638384905,257.0,46.0
2911,Alcohol amnestic disordr,Alcohol-induced persisting amnestic disorder,0.0004552352048558422,0.00026896180742334586,1.6925644916540215,15.0,7.0
2912,Alcohol persist dementia,Alcohol-induced persisting dementia,0.00042488619119878605,0.00019211557673096135,2.2116176024279213,14.0,5.0
2913,Alcoh psy dis w hallucin,Alcohol-induced psychotic disorder with hallucinations,0.0003641881638846737,0.00015369246138476907,2.3695902883156297,12.0,4.0
29181,Alcohol withdrawal,Alcohol withdrawal,0.019787556904400608,0.006147698455390763,3.218693474962064,652.0,160.0
2920,Drug withdrawal,Drug withdrawal,0.0031866464339908953,0.00253592561284869,1.2566009104704097,105.0,66.0
29211,Drug psych disor w delus,Drug-induced psychotic disorder with delusions,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
29212,Drug psy dis w hallucin,Drug-induced psychotic disorder with hallucinations,0.0006069802731411229,0.0004995004995004995,1.215174506828528,20.0,13.0
29281,Drug-induced delirium,Drug-induced delirium,0.006312594840667678,0.005955582878659802,1.0599457633755935,208.0,155.0
29284,Drug-induced mood disord,Drug-induced mood disorder,0.00012139605462822458,0.00015369246138476907,0.7898634294385433,4.0,4.0
29285,Drug induced sleep disor,Drug induced sleep disorders,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
29289,Drug mental disorder NEC,Other specified drug-induced mental disorders,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
2929,Drug mental disorder NOS,Unspecified drug-induced mental disorder,0.00018209408194233686,0.0002305386920771536,0.7898634294385433,6.0,6.0
2930,Delirium d/t other cond,Delirium due to conditions classified elsewhere,0.02497723823975721,0.023899177745331592,1.045108685575436,823.0,622.0
2931,Subacute delirium,Subacute delirium,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
29384,Anxiety disorder oth dis,Anxiety disorder in conditions classified elsewhere,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
29389,Transient mental dis NEC,"Other specified transient mental disorders due to conditions classified elsewhere, other",9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
2939,Transient mental dis NOS,Unspecified transient mental disorder in conditions classified elsewhere,0.002731411229135053,0.0015369246138476908,1.777192716236722,90.0,40.0
2940,Amnestic disord oth dis,Amnestic disorder in conditions classified elsewhere,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
29410,Dementia w/o behav dist,Dementia in conditions classified elsewhere without behavioral disturbance,0.008072837632776934,0.013332821025128717,0.605486087120036,266.0,347.0
29411,Dementia w behavior dist,Dementia in conditions classified elsewhere with behavioral disturbance,0.0005159332321699545,0.0007300391915776531,0.7067199105502756,17.0,19.0
29420,Demen NOS w/o behv dstrb,"Dementia, unspecified, without behavioral disturbance",0.0023368740515933234,0.0033812341504649195,0.6911305007587254,77.0,88.0
29421,Demen NOS w behav distrb,"Dementia, unspecified, with behavioral disturbance",6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
2948,Mental disor NEC oth dis,Other persistent mental disorders due to conditions classified elsewhere,0.012989377845220031,0.026819334511642205,0.48432886504254513,428.0,698.0
2949,Mental disor NOS oth dis,Unspecified persistent mental disorders due to conditions classified elsewhere,0.0008497723823975721,0.0010374241143471913,0.8191176305288597,28.0,27.0
29520,Catatonia-unspec,"Catatonic type schizophrenia, unspecified",9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
29530,Paranoid schizo-unspec,"Paranoid type schizophrenia, unspecified",0.0011229135053110774,0.0010374241143471913,1.0824054403417074,37.0,27.0
29532,Paranoid schizo-chronic,"Paranoid type schizophrenia, chronic",0.0006980273141122913,0.0007684623069238454,0.9083429438543247,23.0,20.0
29540,Schizophreniform dis NOS,"Schizophreniform disorder, unspecified",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
29560,Schizophr dis resid NOS,"Schizophrenic disorders, residual type, unspecified",0.00015174506828528073,0.00042265426880811494,0.3590288315629742,5.0,11.0
29562,Schizophr dis resid-chr,"Schizophrenic disorders, residual type, chronic",0.001031866464339909,0.0009605778836548068,1.0742142640364187,34.0,25.0
29570,Schizoaffective dis NOS,"Schizoaffective disorder, unspecified",0.002549317147192716,0.004841312533620226,0.5265756196256955,84.0,126.0
29572,Schizoaffective dis-chr,"Schizoaffective disorder, chronic",0.0003945371775417299,0.0008837316529624222,0.4464445470739592,13.0,23.0
29574,Schizoafftv dis-chr/exac,"Schizoaffective disorder, chronic with acute exacerbation",3.0349013657056145e-05,0.00015369246138476907,0.19746585735963582,1.0,4.0
29580,Schizophrenia NEC-unspec,"Other specified types of schizophrenia, unspecified",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
29590,Schizophrenia NOS-unspec,"Unspecified schizophrenia, unspecified",0.004036418816388467,0.0043802351494659185,0.9215073343449671,133.0,114.0
29592,Schizophrenia NOS-chr,"Unspecified schizophrenia, chronic",9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
29620,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified",0.0019726858877086493,0.00372704218858065,0.5292899269433536,65.0,97.0
29623,Depress psychosis-severe,"Major depressive affective disorder, single episode, severe, without mention of psychotic behavior",0.00018209408194233686,0.00034580803811573043,0.5265756196256954,6.0,9.0
29624,Depr psychos-sev w psych,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior",0.0003945371775417299,0.0003842311534619227,1.0268224582701062,13.0,10.0
29630,Recurr depr psychos-unsp,"Major depressive affective disorder, recurrent episode, unspecified",0.0008194233687405159,0.0009221547683086144,0.8885963581183611,27.0,24.0
29632,Recurr depr psychos-mod,"Major depressive affective disorder, recurrent episode, moderate",0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
29633,Recur depr psych-severe,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior",0.00042488619119878605,0.0004995004995004995,0.8506221547799697,14.0,13.0
3321,Secondary parkinsonism,Secondary parkinsonism,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
3330,Degen basal ganglia NEC,Other degenerative diseases of the basal ganglia,0.0004552352048558422,0.0006916160762314609,0.6582195245321194,15.0,18.0
3331,Tremor NEC,Essential and other specified forms of tremor,0.002306525037936267,0.0017674633059248444,1.3049917529854194,76.0,46.0
3332,Myoclonus,Myoclonus,0.001426403641881639,0.0008837316529624222,1.6140687471135449,47.0,23.0
3334,Huntington's chorea,Huntington's chorea,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
3335,Chorea NEC,Other choreas,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
3336,Genetic torsion dystonia,Genetic torsion dystonia,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
33372,Acute dystonia d/t drugs,Acute dystonia due to drugs,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
33381,Blepharospasm,Blepharospasm,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
33385,Subac dyskinesa d/t drug,Subacute dyskinesia due to drugs,0.00024279210925644916,0.0004995004995004995,0.4860698027314112,8.0,13.0
33390,Extrapyramidal dis NOS,Unspecified extrapyramidal disease and abnormal movement disorder,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
33391,Stiff-man syndrome,Stiff-man syndrome,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
33392,Neuroleptic malgnt synd,Neuroleptic malignant syndrome,0.00015174506828528073,0.0002305386920771536,0.6582195245321194,5.0,6.0
33394,Restless legs syndrome,Restless legs syndrome (RLS),0.003520485584218513,0.004956581879658803,0.710264789262566,116.0,129.0
33399,Extrapyramidal dis NEC,Other extrapyramidal diseases and abnormal movement disorders,0.0005462822458270106,0.0005763467301928841,0.9478361153262518,18.0,15.0
3340,Friedreich's ataxia,Friedreich's ataxia,3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
3341,Hered spastic paraplegia,Hereditary spastic paraplegia,0.00024279210925644916,0.00026896180742334586,0.9027010622154781,8.0,7.0
3343,Cerebellar ataxia NEC,Other cerebellar ataxia,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
3344,Cerebel atax in oth dis,Cerebellar ataxia in diseases classified elsewhere,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
3348,Spinocerebellar dis NEC,Other spinocerebellar diseases,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
3349,Spinocerebellar dis NOS,"Spinocerebellar disease, unspecified",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
33510,Spinal muscl atrophy NOS,"Spinal muscular atrophy, unspecified",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
33520,Amyotrophic sclerosis,Amyotrophic lateral sclerosis,0.0007890743550834598,0.0007300391915776531,1.0808657455474802,26.0,19.0
33523,Pseudobulbar palsy,Pseudobulbar palsy,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
3360,Syringomyelia,Syringomyelia and syringobulbia,9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
3361,Vascular myelopathies,Vascular myelopathies,0.0012139605462822458,0.0008068854222700376,1.50450177035913,40.0,21.0
3363,Myelopathy in oth dis,Myelopathy in other diseases classified elsewhere,0.0022154779969650986,0.0015369246138476908,1.4415007587253412,73.0,40.0
3368,Myelopathy NEC,Other myelopathy,0.00021244309559939302,0.0001152693460385768,1.8430146686899342,7.0,3.0
3369,Spinal cord disease NOS,Unspecified disease of spinal cord,0.00042488619119878605,0.0004610773841543072,0.9215073343449671,14.0,12.0
